Landgrabbed	Landgrabber	Base	Sector	Hectares	Production	Projected investment	Status of deal	Summary
Liberia	Sime Darby	Malaysia	Agribusiness	220,000	Oil palm	US$3.1 billion 	Done	Malaysia's Sime Darby is the world's largest agribusiness company and palm-oil producer. In 2009, the company was granted a 63-year lease for a 220,000-ha concession for palm-oil production spanning the counties of Grand Cape Mount, Bomi, Bong and Gbarpolu. According to the NGO Green Advocates, after local residents filed an appeal to the Roundtable on Sustainable Palm Oil, Sime Darby froze its operations and began meeting directly with the villagers. But Liberia's President Sirleaf stepped in and ended the discussions, telling the communities that attempts to defend their land rights “undermined” the Liberian government.
Liberia	Golden Agri Resources	Singapore	Agribusiness	220,000	Oil palm	US$1.6 billion 	Done	Partnership between Golden Agri Resources (GAR) (through Golden Veroleum, a subsidiary of the New York-based Verdant Fund LP) and the Government of Liberia announced in August 2010. The concession is located in Sinoe County. GAR is the world's second-largest palm-oil plantation company, with a total planted area of 448,900 ha in Indonesia. Flamengo International, the holding for the Widjaja Family of Indonesia, owns 50% of GAR.
Liberia	Dominion Farms	US	Agribusiness	17,000	Rice and other crops		Done	Dominion Farms is owned by Calvin Burgess, a wealthy American who made his fortune in construction and real estate. Burgess set up the company to develop rice farms in Africa. It established its first farm on a 7,000-ha piece of land in the Yala Swamp area in Kenya that it obtained on a 25-year lease. In 2009, Calvin Burgess announced that he has found investors to replicate his Kenyan farm model in Liberia. 
Liberia 	Equatorial Palm Oil	UK	Agribusiness	169,000	Oil palm	US$100 million 	Done	EPO has three concessions between Buchanan and Greenville, totalling 169,000 ha. In February 2011, the company's Liberian palm-oil plantations and assets were incorporated into a 50-50 joint venture with Biopalm Energy, a Singaporean company controlled by Indian billionaire C. Sivasankaran, which has recently acquired other large-scale palm-oil concessions in Cameroon and Sierra Leone.
Lithuania	Germanagrar	Germany	Real estate	1,100	Cattle and crops Speculation		Done	Germanagrar is a German company based in Hamburg that manages over €500 million in farmland investments in Eastern Europe on behalf of its clients. The company typically identifies properties for its clients, arranges the acquisition and often manages the farms. A full list of its holdings is not available.
Lithuania	KTG Agrar AG	Germany	Agribusiness	7,000	Crops		Done	German farm manager KTG Agrar owns 27,000 ha of farmland in Germany and supervises two farms in Romania covering 7,000 ha near the city of Jasi. In Lithuania it controls 7,000 ha of farmland.
Lithuania	Agricultural Capital Partners	Ireland	Finance	582	Crops		Done	Agricultural Capital Partners was founded by five Irish entrepreneurs to acquire farms overseas and then sell them at a profit after 5-7 years. The fund manages farms in Serbia, Lithuania, Australia and the USA.
Madagascar	COMPLANT	China	Agribusiness, construction 	10,000	Sugar cane		Done	The China National Complete Import and Export Corporation Group (COMPLANT) functioned as a foreign-aid office for China until 1993, and while it now trades on the Shenzhen Stock Exchange, its controlling shareholder is the State Development & Investment Corporation, the largest state-owned investment holding company in China. The company is involved in a number of construction and infrastructure projects overseas, and several agricultural projects. In 2010, COMPLANT's subsidiary Hua Lien International announced plans to establish a joint venture with COMPLANT and the US$5-billion China-Africa Development Fund to set up ethanol projects in various African countries. The three companies plan to launch the venture in Benin and roll out to other countries in the coming years. The venture will draw on COMPLANT's numerous recent investments in sugar-cane and cassava production, including an 18,000-ha sugar-cane plantation in Jamaica, a proposed 4,800-ha sugar-cane and cassava venture in Benin, a 1,320-ha sugar-cane plantation and factory in Sierra Leone, where in 2006 it also announced plans to expand its holdings to 8,100 ha to begin production of cassava. In Madagascar COMPLANT has been running the SUCOMA sugar factory since 1997 and, in 2008, under a twenty-year management contract, it took over the state-owned sugar refinery SUCOCOMA, giving it control over 10,000 ha for sugar-cane production. 
Madagascar	Landmark	India	Agribusiness	150,000	Maize		Done	In 2006, the Indian company Land Mark signed a protocol with a local chief in the Ihorombe Plateau in the south-centre of Madagascar for a 25-year lease covering 5,000-150,000 ha. The company has established a 1,000-ha maize operation on the lands, with plans to expand the farm to 5,000 ha. In October 2010, IfocapAdour reported that the company had built a maize-storage facility with a 5,000-tonne capacity next to the farm, but it was lying empty after the first harvest had failed. Some of the affected communities are reported to not have been consulted about the project.
Madagascar	Les Cultures du Cap Est	India	Agribusiness	9,100	Oil palm		Done	In 2010, GTZ reported that Les Cultures du Cap Est, a company controlled by Indian investors, had acquired 9,100 ha in Madagacar for palm oil production.
Madagascar	Madabeef	UK	Agribusiness	200,000	Beef cattle		Done	In 2011, the International Land Coalition reported that Madabeef, a company owned by UK investors, had acquired 200,000 ha in Madagascar for cattle production.
Malawi	Djibouti	Djibouti	Government	55,000	Food crops		In process	In January 2009, the Government of Djibouti announced that its state-owned company, the Société Djiboutienne de Sécurité Alimentaire, which it created that year to enhance Djibouti's food security through the outsourcing of food production in other countries, had been allocated 4,200 ha by the Government of Sudan and 5,000 ha by Ethiopia for the production of wheat. The Ethiopian project will be financed by the African Development Bank, while the project in Sudan will be financed by the Islamic Development Bank. Malawi's President Bingu Wa Mutharika also promised the President of Djibouti, Ismail Omar Guelleh, 55,000 ha of farmland during his visit to Malawi in April 2009.
Malawi	Lonrho	UK	Agribusiness	25,000	Rice		In process	In 2005, all that remained of Lonrho, once one of the largest foreign companies in Africa, was a hotel in Mozambique and £20 million in cash. Then David Lenigas became the new CEO and, with the support of the chairman Geoffrey White, an adviser to Qatari emir Sheikh Khalifa Al Thani, Lonhro launched a new wave of investments in Africa. The company took over hotels, airlines and infrastructure, but its focus is agribusiness. It now exports fish from Mozambique and runs a vertically integrated subsidiary that grows produce on farms in southern Africa for export to European supermarkets. Lonrho has recently been expanding its agricultural land holdings. In 2009, it acquired a 25,000-ha lease for farmlands in Angola, and commenced feasibility studies for 25,000 ha of agricultural land in Malawi and up to 100,000 ha in Mali. White says that the company will focus on horticulture. “We don’t think there’s risk in non-cereal farming. If there’s a famine, people won’t come after our green peppers.”
Mali	SeedRock Africa Agriculture 	Canada	Finance	40,000	Maize, rice, sorghum, soybeans, sunflowers; produce & sell hybrid seeds		In process	SeedRock Africa Agriculture is a subsidiary of the SeedRock Corporation, and is registered in the British Virgin Islands. Its Advisory Council includes several former African heads of states and ministers. SeedRock intends to acquire 40,000 ha in the Office du Niger. The Oakland Institute reports that it is seeking a 40,000-ha lease in Mali'S Office du Niger.
Mali	China Light Industrial Corporation for Foreign Economic and Technical Cooperation 	China	Industrial	20,000	Sugar cane	US$41 million	Done	In 1996, the Malian government and the China Light Industrial Corporation for Foreign Economic and Technical Cooperation (CLETC) entered into a joint venture to establish the Mali Sugar Conglomerate, with CLETC holding 60% of the company and the government holding 40%. The Conglomerate took control of two sugar factories that had been built with Chinese assistance in the 1960s and 1970s and sugar-cane plantations on 5,700 ha. In 2009, the Malian government signed a deal with CLETC to establish a new sugar project, in which CLETC was given a 50-year renewable lease on 20,000 ha of lands in the Office du Niger for irrigated sugar-cane production.
Mali	Agro-énergie Développement 	France	Agribusiness	2,605	Sunflower		In process	Agro-énergie Développement (AgroEd) is a company set up to invest in vertically integrated biofuels and food production in developing countries. It is 51% owned by France's LMBO Finances, with France's former Minister of Defence Charles Million as a director (although LMBO launched a legal suit against Million in 2010 for mismanaging funds for the benefit of other companies he was involved in). The company's acquisitions of farmland in West Africa are said to be mainly for jatropha, such as its November 2007 deal with Burkina Faso for 200,000 ha and its deal with Mail for 30,000 ha in the Office du Niger. However, the company has acquired 1,700 ha for sunflower in Burkina Faso and does intend to invest further in food-crop and cotton production, not merely biofuels.
Mali	Community of Sahel-Saharan States (CEN-SAD) 	Libya	Government	100,000			In process	In 2010, at a meeting of the CEN-SAD, the Government of Mali reiterated that it had allocated 100,000 ha of land in the Office du Niger for companies based in the countries that are fellow CEN-SAD members. 
